WO-MRR NUM,IS REWORK,PROD_CDE,HOURS BLAST TO PREP,PREP DAY,PREP SHIFT,PREP H,PREP QTY,PREP ASSOCIATE,PREP QTY IN THE SHIFT,PREPED IN THE SHIFT SO FAR,HOURS PREP TO FUR,FURN,HAS SCRAP AT SINTER,ASSOCIATE AXPERIENCE,Prep week,Has MRR
9814732-,0,PIN_GRIP_P,24,7,1,14,10,152065732,56,48,24,FURN0007,1,2,22,0
9814733-,0,PIN_GRIP_P,24,4,2,1,10,152051910,75,10,96,FURN0004,1,3,23,0
9814738-,0,PIN_GRIP_P,0,2,1,19,10,152054287,72,41,24,FURN0004,0,3,23,0
9814740-,0,PIN_GRIP_P,24,6,2,1,10,152827348,40,20,360,FURN0007,1,3,23,0
9814741-,0,PIN_GRIP_P,48,2,1,19,10,152065732,93,50,24,FURN0007,1,2,23,1
9814746-,0,PIN_GRIP_P,0,3,1,19,10,152072361,90,50,24,FURN0004,0,3,25,0
9814749-,0,PIN_GRIP_P,0,5,1,20,10,152065732,60,50,96,FURN0007,1,2,24,0
9814754-,0,PIN_GRIP_P,0,4,2,10,10,152827348,74,70,168,FURN0004,1,3,23,0
9814755-,0,PIN_GRIP_P,24,3,2,11,10,152827348,123,113,384,FURN0007,0,3,23,1
9814757-,0,PIN_GRIP_P,24,5,2,2,10,152051910,114,10,24,FURN0004,0,3,23,1
9814764-,0,PIN_GRIP_P,48,3,2,5,10,152827348,123,30,0,FURN0004,1,3,23,1
9814767-,0,PINN_PORO,24,6,2,4,10,152859275,70,20,504,FURN0004,1,2,22,1
9814792-,0,PINN_PORO,0,3,1,23,10,152806978,120,110,96,FURN0005,0,3,23,0
9814794-,0,PINN_PORO,48,6,2,5,10,152861369,133,50,24,FURN0005,1,3,23,0
9814795-,0,PINN_PORO,24,5,2,4,10,152061442,40,40,24,FURN0005,0,3,23,0
9814801-,0,PINN_PORO,24,3,2,1,10,152834263,70,0,48,FURN0006,1,2,23,0
9814810-,0,PINN_PORO,72,3,1,17,10,152861369,90,50,96,FURN0004,1,3,23,0
9814829-,0,PINN_PORO,0,3,1,15,10,152861369,90,30,72,FURN0005,0,3,23,0
9814830-,0,PINN_PORO,0,7,1,13,10,152890601,50,0,288,FURN0006,1,2,22,0
9814832-,0,PINN_PORO,24,2,2,10,10,152072888,60,54,72,FURN0006,1,2,23,0
9814838-,0,PINN_PORO,48,6,2,1,10,152890601,79,0,24,FURN0004,0,2,23,0
9814843-,0,PINN_PORO,576,7,2,0,10,152859137,60,0,0,FURN0004,0,2,26,0
9814847-,0,PINN_PORO,72,6,2,4,10,152890601,79,29,24,FURN0004,1,2,23,0
9814849-,0,PINN_PORO,168,2,1,15,10,57000763,122,25,24,FURN0004,1,3,25,0
9814859-,0,PINN_PORO,24,2,2,6,10,57000763,90,80,288,FURN0006,1,3,23,0
9814867-,0,PINN_PORO,24,2,2,6,10,57000763,90,70,0,FURN0005,1,3,23,0
9814887-,0,PINN_PORO,48,3,1,20,10,152806978,120,60,24,FURN0004,0,3,23,0
9814895-,0,PIN_GRIP_P,0,4,1,20,10,152827348,156,96,72,FURN0004,1,3,25,0
9814907-,0,PINN_PORO,0,3,1,20,10,152061442,133,133,48,FURN0006,1,3,23,0
9816077-,0,SUMMIT_P,,6,2,11,10,152894691,30,31,528,FURN0005,1,0,22,1
9816082-,0,SUMMIT_P,,6,2,11,10,152868301,81,64,96,FURN0005,0,2,22,0
9816084-,0,SUMMIT_P,,7,1,16,10,152868301,88,80,552,FURN0005,0,2,22,0
9816088-,0,SUMMIT_P,,7,2,11,10,152868301,88,70,360,FURN0005,0,2,22,0
9816092-,0,SUMMIT_P,,2,2,11,10,152896776,50,35,72,FURN0005,0,1,23,0
9816103-,0,GUIMST_P,0,4,2,8,9,152861371,36,18,0,FURN0005,0,2,23,0
9816107-,0,GUIMST_P,72,3,2,6,9,152851272,27,9,0,FURN0005,0,2,23,0
9816459-,0,GUIMST_P,0,4,1,23,9,152872563,36,27,72,FURN0004,1,2,23,0
9816461-,0,GUIMST_P,48,1,1,22,9,152851276,37,28,24,FURN0005,0,2,23,0
9816467-,0,PINN_PORO,24,7,2,3,10,152898251,60,20,432,FURN0006,1,0,23,0
9816483-,0,PINN_PORO,48,3,2,1,10,152868302,102,10,24,FURN0004,0,2,23,0
9816489-,0,PINN_PORO,0,2,1,23,10,152861369,120,100,504,FURN0006,1,3,23,0
9816493-,0,PIN_GRIP_P,72,2,2,10,10,152890203,110,90,0,FURN0007,0,2,23,1
9816498-,0,PIN_GRIP_P,24,1,2,4,10,152890987,53,33,0,FURN0007,0,2,23,0
9816502-,0,PIN_GRIP_P,24,2,2,5,10,152890203,110,50,0,FURN0007,1,2,23,1
9816528-,0,PIN_GRIP_P,0,2,1,19,10,152827348,103,63,,FURN0004,0,3,24,1
9816531-,0,PIN_GRIP_P,96,1,1,18,10,152072361,120,60,24,FURN0007,0,3,25,0
9816586-,0,DXMETA_OP1,72,4,1,21,12,152890600,18,6,24,FURN0004,0,2,28,0
9816587-,0,DXMETA_OP1,24,6,2,11,12,152890601,24,12,144,FURN0004,0,2,27,1
9816590-,0,DXMETA_OP1,24,2,2,4,12,152890600,24,0,,FURN0004,0,2,28,0
9816594-,0,DXMETA_OP1,120,4,1,17,11,152890601,39,0,24,FURN0004,1,2,30,0
9816601-,0,DXMETA_OP1,144,6,1,22,12,152890600,36,18,48,FURN0004,0,2,33,0
9816915-,0,PIN_GRIP_P,24,4,2,5,10,152051910,75,46,72,FURN0004,1,3,23,0
9816916-,0,PIN_GRIP_P,,4,2,1,10,152072361,120,10,0,FURN0004,1,3,24,0
9816923-,0,PIN_GRIP_P,0,4,1,22,10,152900996,63,63,24,FURN0004,1,1,23,1
9816926-,0,PIN_GRIP_P,0,2,2,4,10,152824995,100,40,0,FURN0007,1,3,23,1
9816930-,0,PIN_GRIP_P,24,5,2,6,10,152827348,80,10,0,FURN0007,0,3,26,0
9817178-,0,GUIMST_P,24,4,2,5,9,152861371,36,9,0,FURN0005,1,2,23,0
9817180-,0,GUIMST_P,0,2,1,17,9,152851276,39,9,0,FURN0005,0,2,23,0
9817248-,0,GUIMST_P,0,3,2,8,9,152851272,27,18,0,FURN0005,1,2,23,0
9817309-,0,SUMMIT_P,,3,2,10,10,152871590,20,50,48,FURN0005,0,2,23,0
9817322-,0,SUMMIT_P,,4,2,10,10,152871590,50,40,72,FURN0005,0,2,23,0
9817350-,0,PIN_GRIP_P,288,2,1,22,10,152890203,120,110,72,FURN0007,1,2,25,0
9817362-,0,PIN_GRIP_P,144,4,1,14,10,152890987,107,10,24,FURN0004,0,2,24,0
9817374-,0,PIN_GRIP_P,0,4,2,8,10,152899469,40,50,72,FURN0004,0,1,23,0
9817376-,0,PIN_GRIP_P,0,4,1,16,10,152900996,63,23,24,FURN0004,1,1,23,0
9817379-,0,PIN_GRIP_P,0,2,1,23,10,152824994,80,90,24,FURN0007,0,3,23,0
9817380-,0,PIN_GRIP_P,24,5,2,1,10,152051910,114,0,0,FURN0004,1,3,23,0
9817383-,0,PIN_GRIP_P,0,4,1,13,10,152072361,110,10,24,FURN0004,0,3,23,1
9817390-,0,PIN_GRIP_P,24,2,2,11,10,152824994,90,90,48,FURN0004,0,3,24,0
9817393-,0,PIN_GRIP_P,144,3,1,15,9,152890203,109,30,48,FURN0007,1,2,25,1
9817406-,0,PIN_GRIP_P,0,2,1,13,10,152054287,110,10,0,FURN0007,0,3,26,0
9817411-,0,PIN_GRIP_P,0,5,1,16,10,152072361,60,30,24,FURN0004,0,3,23,0
9817419-,0,PIN_GRIP_P,0,1,1,23,10,152051910,61,120,,FURN0004,1,3,24,0
9817422-,0,PIN_GRIP_P,0,5,1,19,10,152900996,41,41,24,FURN0004,0,1,23,0
9817427-,0,PIN_GRIP_P,48,7,2,2,10,152051910,40,20,24,FURN0004,0,3,23,1
9817433-,0,PIN_GRIP_P,0,5,1,22,10,152827348,110,116,384,FURN0007,1,3,23,0
9817448-,0,PINN_PORO,0,3,1,18,10,152861369,90,60,576,FURN0004,0,3,23,0
9817454-,0,PINN_PORO,0,3,1,22,10,152806978,120,80,24,FURN0004,0,3,23,0
9817457-,0,PINN_PORO,24,6,1,18,10,152806978,50,50,336,FURN0004,0,3,23,0
9817459-,0,PINN_PORO,72,7,1,14,10,152859275,50,10,456,FURN0005,1,2,23,0
9817475-,0,PINN_PORO,24,7,2,6,10,152898251,60,30,432,FURN0006,0,0,23,0
9817580-,0,DX_EP_OP10,0,7,1,20,12,152867385,55,24,48,FURN0006,1,2,24,1
9817581-,0,DX_EP_OP10,168,7,2,3,12,152868303,36,0,24,FURN0005,1,2,24,0
9817582-,0,DX_EP_OP10,48,3,2,11,8,152861369,123,115,312,FURN0005,0,3,25,0
9817584-,0,DX_EP_OP10,0,7,2,7,12,152868303,36,12,48,FURN0006,1,2,24,0
9817585-,0,DX_EP_OP10,0,6,2,9,12,152867385,51,31,72,FURN0006,0,2,25,0
9817586-,0,DX_EP_OP10,0,7,2,11,12,152868303,36,24,48,FURN0006,0,2,24,1
9817594-,0,DX_EP_OP10,0,6,1,20,11,152867385,56,29,312,FURN0004,1,2,24,0
9817597-,0,DX_EP_OP10,144,6,1,22,12,152868303,25,14,72,FURN0006,0,2,25,0
9817623-,0,GUIMST_P,24,1,1,17,9,152861371,36,9,72,FURN0006,1,2,24,0
9817625-,0,GUIMST_P,24,4,1,20,9,152872563,36,18,72,FURN0004,0,2,23,0
9817782-,0,SUMMIT_P,,5,2,10,7,152871590,37,30,72,FURN0005,0,2,26,0
9817791-,0,SUMMIT_P,,6,1,14,10,152894691,40,2,360,FURN0005,1,1,23,1
9817832-,0,SUMMIT_P,,4,1,16,10,152896776,30,10,24,FURN0005,1,1,23,0
9817939-,0,PIN_GRIP_P,120,5,1,13,10,152054287,70,10,72,FURN0004,0,3,24,0
9817945-,0,PIN_GRIP_P,72,2,2,0,10,152065732,77,0,,FURN0004,0,2,24,1
9817950-,0,PIN_GRIP_P,240,3,2,12,10,152824995,110,0,24,FURN0004,1,3,25,0
9817984-,0,PIN_GRIP_P,24,2,2,3,10,152054287,63,11,0,,0,3,24,0
9817999-,0,PIN_GRIP_P,48,4,2,1,10,152890203,110,10,0,FURN0004,0,2,24,0
9818000-,0,PIN_GRIP_P,24,2,2,2,10,152065732,77,10,240,FURN0007,1,2,24,0
9818004-,0,PIN_GRIP_P,,4,2,2,10,152072361,120,20,0,FURN0004,1,3,24,0
9818009-,0,PIN_GRIP_P,24,5,2,8,10,152827348,80,30,0,FURN0007,1,3,26,0
9818014-,0,PIN_GRIP_P,24,5,2,1,10,152827348,110,0,24,FURN0004,1,3,23,0
9818024-,0,PIN_GRIP_P,0,1,2,10,10,152890987,50,86,,FURN0004,0,2,24,1
9818037-,0,PIN_GRIP_P,0,2,1,16,10,152051910,105,30,,FURN0004,1,3,24,0
9818038-,0,PIN_GRIP_P,0,4,2,11,10,152072361,120,110,24,FURN0004,1,3,24,0
9818043-,0,PIN_GRIP_P,24,7,2,3,10,152051910,40,40,24,FURN0004,1,3,23,0
9818045-,0,PIN_GRIP_P,24,3,1,18,10,152904101,30,30,24,FURN0007,1,1,27,1
9818056-,0,PINN_PORO,0,1,1,20,10,152834263,40,30,144,FURN0006,1,2,24,0
9818061-,0,PINN_PORO,0,7,1,17,10,152859275,50,35,408,FURN0005,0,2,23,0
9818062-,0,PINN_PORO,0,1,1,22,10,152061442,100,112,24,,0,3,24,1
9818066-,0,PINN_PORO,0,2,2,8,10,152861369,111,91,312,FURN0004,0,3,24,0
9818077-,0,PINN_PORO,0,2,2,8,10,152806978,90,70,0,,1,3,24,0
9818080-,0,PINN_PORO,0,5,1,18,10,57000763,70,60,192,FURN0006,1,3,23,0
9818093-,0,PINN_PORO,0,2,2,3,10,152806978,90,20,0,,1,3,24,0
9818094-,0,PINN_PORO,24,2,2,4,10,152861369,111,50,,FURN0006,0,3,24,0
9818102-,0,PINN_PORO,0,1,1,15,10,152061442,100,22,336,FURN0004,1,3,24,0
9818118-,0,PINN_PORO,0,1,1,13,10,152852517,58,10,432,FURN0005,1,2,24,0
9818124-,0,PINN_PORO,0,1,1,19,10,152868302,90,60,24,,0,2,24,0
9818139-,0,PINN_PORO,24,3,1,23,10,152061442,25,15,168,FURN0006,0,3,24,0
9818141-,0,PINN_PORO,,7,1,20,10,152890601,100,70,72,FURN0006,1,2,24,0
9818163-,0,PINN_PORO,192,3,1,13,9,152072888,119,10,0,FURN0006,0,2,25,0
9818169-,0,PINN_PORO,0,6,1,15,10,152806978,50,10,24,FURN0005,0,3,23,0
9818184-,0,PINN_PORO,0,2,1,16,10,152868302,90,40,,FURN0006,0,2,24,0
9818188-,0,PINN_PORO,0,2,2,12,10,152868302,90,0,,FURN0005,1,2,24,0
9818195-,0,PINN_PORO,24,7,2,3,8,152861369,108,30,144,FURN0005,0,3,23,0
9818197-,0,PINN_PORO,0,6,1,13,10,152868302,70,0,120,FURN0006,0,2,23,1
9818200-,0,PINN_PORO,0,6,1,17,10,152806978,50,20,432,FURN0005,0,3,23,0
9818208-,0,PIN_GRIP_P,0,1,1,23,10,152051910,61,110,,FURN0004,1,3,24,0
9818211-,0,PIN_GRIP_P,0,7,2,8,10,152824994,53,10,96,FURN0007,0,3,24,0
9818214-,0,PIN_GRIP_P,0,2,1,16,10,152827348,103,40,,FURN0004,1,3,24,0
9818217-,0,PIN_GRIP_P,96,1,1,22,10,152072361,120,100,0,FURN0007,1,3,25,0
9818219-,0,PIN_GRIP_P,0,2,1,18,10,152827348,103,53,48,FURN0004,1,3,24,0
9818222-,0,PIN_GRIP_P,24,4,1,22,10,152827348,156,116,24,FURN0007,0,3,25,1
9818227-,0,PINN_PORO,0,6,1,15,10,152890600,78,10,24,FURN0005,1,2,23,0
9818348-,0,GUIMST_P,72,1,1,15,9,152851272,36,0,72,FURN0006,1,2,24,0
9818349-,0,GUIMST_P,24,7,1,18,9,152861371,36,9,,FURN0006,0,2,23,0
9818352-,0,GUIMST_P,48,1,1,13,9,152861371,36,0,72,FURN0006,1,2,24,0
9818353-,0,GUIMST_P,0,5,2,8,9,152851272,36,18,48,FURN0005,1,2,23,0
9818355-,0,GUIMST_P,0,5,1,18,9,152872563,18,9,48,FURN0005,1,2,23,0
9818357-,0,SUMMIT_P,,4,1,21,10,152072888,54,34,24,FURN0005,0,2,23,0
9818513-,0,SUMMIT_P,,7,1,14,10,152894691,35,5,192,FURN0005,1,1,23,1
9818516-,0,SUMMIT_P,,6,2,7,10,152868301,61,35,312,FURN0005,1,2,23,0
9818698-,0,GU_AN10_B,,7,2,2,15,152852517,35,0,168,FURN0004,1,2,24,0
9818700-,0,GU_AN10_B,0,1,2,10,17,152852517,61,17,72,FURN0004,1,2,25,0
9818703-,0,GU_AN10_B,24,1,2,6,17,152852517,61,0,72,FURN0004,0,2,25,0
9818704-,0,GU_AN10_B,72,4,1,22,17,152852517,44,17,72,FURN0004,1,2,25,0
9818705-,0,GU_AN10_B,24,3,2,5,17,152872541,30,0,72,FURN0004,0,2,25,0
9818762-,0,GUIMST_P,24,1,1,18,9,152851272,36,9,,FURN0006,1,2,24,1
9818764-,0,GUIMST_P,24,1,1,20,9,152851272,36,18,96,FURN0006,1,2,24,0
9818765-,0,GUIMST_P,240,3,2,2,9,152851276,80,27,1320,FURN0005,1,2,25,0
9828274-,0,GUIMST_P,,3,1,23,8,152851272,12,4,48,FURN0006,1,2,24,1
9828385-,0,PIN_GRIP_P,72,5,2,5,10,152054287,115,40,24,FURN0007,1,3,25,0
9828386-,0,PIN_GRIP_P,120,4,2,3,10,152054287,102,22,24,FURN0007,0,3,25,0
9828390-,0,PIN_GRIP_P,24,1,1,18,7,152899469,80,44,24,FURN0004,1,1,27,0
9828395-,0,PIN_GRIP_P,,4,2,12,10,152824994,106,0,24,FURN0004,0,3,24,0
9828404-,0,PIN_GRIP_P,0,4,1,13,10,152824994,106,10,24,FURN0004,0,3,24,0
9828407-,0,PIN_GRIP_P,24,6,2,1,10,152051910,50,12,48,FURN0004,1,3,24,0
9828410-,0,PIN_GRIP_P,48,6,2,3,10,152051910,50,32,48,FURN0004,1,3,24,0
9828412-,0,PIN_GRIP_P,48,1,1,23,10,152900996,89,80,24,FURN0004,1,1,25,0
9828413-,0,PIN_GRIP_P,,4,2,0,10,152072361,120,0,0,FURN0004,1,3,24,0
9828419-,0,PIN_GRIP_P,48,1,2,3,10,152890203,103,30,0,FURN0004,1,2,26,0
9828439-,0,PIN_GRIP_P,48,1,1,13,10,152072361,120,10,144,FURN0007,1,3,25,0
9828444-,0,PIN_GRIP_P,264,5,2,4,10,152051910,90,10,0,FURN0007,1,3,26,1
9828446-,0,PIN_GRIP_P,24,5,2,9,10,152072361,129,90,0,FURN0004,0,3,24,0
9828453-,0,PIN_GRIP_P,48,1,1,22,10,152827348,112,102,24,FURN0004,0,3,27,0
9828459-,0,PIN_GRIP_P,24,5,1,17,10,152065732,60,30,72,FURN0004,0,2,24,0
9828461-,0,PIN_GRIP_P,72,2,1,13,10,152824995,128,10,,FURN0007,0,3,28,0
9828469-,0,PIN_GRIP_P,24,2,1,16,10,152904101,46,16,0,FURN0004,1,1,27,0
9828475-,0,PINN_PORO,0,1,1,19,10,152061442,100,82,,FURN0005,0,3,24,1
9828476-,0,PINN_PORO,24,2,2,3,10,152861369,111,40,72,FURN0005,0,3,24,0
9828491-,0,PINN_PORO,,4,2,4,10,152072888,70,30,24,FURN0006,0,2,24,0
9828493-,0,PINN_PORO,,4,2,3,10,152072888,70,20,24,FURN0006,0,2,24,0
9828500-,0,PINN_PORO,0,7,1,21,10,152890598,56,41,24,FURN0006,0,1,24,1
9828511-,0,PINN_PORO,48,7,2,2,10,152890600,83,0,0,FURN0005,0,2,24,0
9828513-,0,PINN_PORO,0,5,1,14,10,152806978,70,10,48,FURN0005,1,3,24,1
9828515-,0,PINN_PORO,0,5,1,15,10,152872541,40,20,24,FURN0005,0,2,24,0
9828529-,0,PINN_PORO,,6,1,17,10,152890601,99,39,360,FURN0005,1,2,24,1
9828539-,0,PINN_PORO,24,2,2,11,10,152834263,90,70,216,FURN0005,1,2,25,0
9828540-,0,PINN_PORO,96,1,2,6,10,152868302,130,70,0,FURN0005,1,2,25,0
9828553-,0,PINN_PORO,0,4,2,3,10,57000763,121,49,24,FURN0005,0,3,24,0
9828565-,0,PINN_PORO,72,7,2,4,10,152890600,83,20,48,FURN0006,0,2,24,1
9828566-,0,PIN_GRIP_P,0,4,2,4,10,152072361,120,40,24,FURN0004,1,3,24,0
9828569-,0,PIN_GRIP_P,0,4,1,22,10,152890987,107,87,24,FURN0004,0,2,24,0
9828681-,0,SUMMIT_P,,6,2,8,10,152894691,41,21,48,FURN0005,1,1,24,0
9830928-,0,GUIMST_P,0,2,1,21,9,152851272,27,18,72,FURN0006,0,2,24,0
9831147-,0,GUIMST_P,0,4,2,6,9,152872563,18,0,0,FURN0006,1,2,24,1
9831148-,0,GUIMST_P,24,5,2,11,9,152872563,36,34,0,FURN0006,1,2,24,0
9831333-,0,PIN_GRIP_P,48,2,1,22,10,152890203,120,100,24,FURN0007,0,2,25,0
9831334-,0,PIN_GRIP_P,72,1,2,10,10,152051910,116,94,0,FURN0007,1,3,25,0
9831341-,0,PIN_GRIP_P,24,3,2,2,10,152824994,101,11,0,FURN0007,0,3,25,0
9831343-,0,PIN_GRIP_P,0,5,1,13,10,152827348,60,0,24,FURN0007,0,3,25,0
9831344-,0,PIN_GRIP_P,24,6,2,2,10,152051910,50,22,48,FURN0004,0,3,24,0
9831346-,0,PIN_GRIP_P,48,1,1,20,10,152824995,121,81,0,FURN0007,1,3,25,0
9831347-,0,PIN_GRIP_P,24,6,2,3,10,152051910,50,42,48,FURN0004,1,3,24,0
9831354-,0,PIN_GRIP_P,0,4,1,22,10,152824995,74,74,24,FURN0007,0,3,26,0
9831362-,0,PIN_GRIP_P,144,3,2,0,10,152054287,101,1,96,FURN0007,1,3,25,0
9831382-,0,PIN_GRIP_P,72,6,2,0,10,152890203,50,0,0,FURN0007,0,2,27,0
9831384-,0,PIN_GRIP_P,72,2,1,23,10,152824995,128,128,96,FURN0007,0,3,28,0
9831400-,0,PINN_PORO,144,3,1,22,9,152890601,89,90,72,FURN0004,1,2,26,0
9831403-,0,PINN_PORO,24,7,2,1,10,152859137,100,0,48,FURN0004,1,2,24,1
9831411-,0,PINN_PORO,0,7,2,8,10,152890600,83,50,312,FURN0004,0,2,24,0
9831413-,0,PINN_PORO,24,7,2,0,10,152868302,75,0,24,FURN0005,0,2,24,0
9831414-,0,PINN_PORO,0,3,1,16,10,152072888,119,29,24,FURN0006,0,2,25,1
9831424-,0,PINN_PORO,0,5,2,12,10,152861369,85,0,72,FURN0005,0,3,24,1
9831515-,0,SUMMIT_P,,4,1,15,10,152863741,60,10,120,FURN0005,1,2,24,0
9831516-,0,SUMMIT_P,,5,2,6,10,152072888,70,40,96,FURN0005,0,2,24,0
9831517-,0,SUMMIT_P,,7,2,3,10,152894691,20,10,24,FURN0005,1,1,24,0
9831544-,0,SUMMIT_P,,4,2,1,10,152896776,40,0,144,FURN0005,0,1,24,0
9831545-,0,SUMMIT_P,,4,2,9,10,152896776,40,30,120,FURN0005,1,1,24,0
9831548-,0,SUMMIT_P,,6,2,11,10,152894691,41,31,48,FURN0005,1,1,24,0
9831549-,0,SUMMIT_P,,5,2,5,10,152896776,58,15,72,FURN0005,1,1,24,0
9831622-,0,GUIMST_P,24,6,2,2,9,152861371,27,0,0,FURN0006,0,2,24,0
9831860-,0,PIN_GRIP_P,24,1,1,15,10,152890203,120,40,24,FURN0004,1,2,25,0
9831866-,0,PIN_GRIP_P,0,2,1,15,10,152848254,100,20,0,FURN0007,0,2,25,0
9831868-,0,PIN_GRIP_P,24,2,2,12,10,152824995,156,40,768,FURN0007,1,3,25,0
9831884-,0,PIN_GRIP_P,24,1,2,3,10,152051910,116,24,0,FURN0004,0,3,25,0
9831893-,0,PIN_GRIP_P,0,1,2,9,10,152051910,116,84,0,FURN0004,1,3,25,1
9831900-,0,PIN_GRIP_P,0,2,1,20,10,152054287,110,70,24,FURN0007,1,3,26,0
9831907-,0,PIN_GRIP_P,0,7,2,11,10,152824994,53,43,48,FURN0007,0,3,24,0
9831910-,0,PIN_GRIP_P,72,4,2,4,10,152054287,102,32,0,FURN0007,0,3,25,0
9831912-,0,PIN_GRIP_P,24,3,2,8,10,152827348,90,70,0,FURN0007,1,3,26,0
9831913-,0,PIN_GRIP_P,24,7,1,15,10,152072361,50,40,24,FURN0007,1,3,24,0
9831914-,0,PIN_GRIP_P,24,1,1,16,10,152072361,120,40,144,FURN0007,1,3,25,1
9831917-,0,PIN_GRIP_P,24,5,2,10,10,152899469,50,40,48,FURN0007,1,1,26,1
9831937-,0,PIN_GRIP_P,72,1,2,8,10,152824995,100,70,0,FURN0004,0,3,26,0
9831954-,0,PINN_PORO,0,6,1,22,10,152890601,99,79,408,FURN0006,1,2,24,0
9831960-,0,PINN_PORO,0,1,1,20,10,57000763,110,90,24,FURN0006,1,3,25,0
9831966-,0,PINN_PORO,72,3,2,3,10,152061442,101,19,48,FURN0005,1,3,26,0
9831977-,0,PINN_PORO,24,2,2,10,10,152868302,100,80,48,FURN0006,1,2,25,0
9831985-,0,PINN_PORO,24,2,2,4,10,152868302,100,40,0,FURN0004,0,2,25,0
9831995-,0,PINN_PORO,48,3,1,20,10,152072888,119,79,24,FURN0006,0,2,25,0
9832011-,0,PINN_PORO,0,7,1,17,10,152890601,100,50,24,FURN0006,0,2,24,0
9832013-,0,PINN_PORO,240,3,2,12,10,152890601,89,0,24,FURN0004,1,2,26,0
9832014-,0,PINN_PORO,240,4,1,18,10,57000763,103,53,24,FURN0005,1,3,26,0
9832015-,0,PINN_PORO,0,7,1,22,10,152890601,100,90,168,FURN0006,0,2,24,0
9832021-,0,PINN_PORO,72,1,2,2,10,152868302,130,20,0,FURN0005,0,2,25,0
9832024-,0,PINN_PORO,72,1,2,4,10,152868302,130,50,144,FURN0004,0,2,25,1
9832027-,0,PINN_PORO,0,1,1,18,10,57000763,110,70,240,FURN0005,1,3,25,0
9832037-,0,PINN_PORO,0,7,1,18,10,152890598,56,30,24,FURN0006,0,1,24,0
9832038-,0,PINN_PORO,0,7,2,10,10,152859137,100,90,24,FURN0006,1,2,24,0
9832041-,0,PINN_PORO,0,7,1,17,10,152890601,100,40,216,FURN0006,1,2,24,0
9832043-,0,PINN_PORO,24,2,2,11,10,152061442,136,126,288,FURN0005,0,3,25,0
9832048-,0,PINN_PORO,24,1,2,1,10,152890600,88,0,0,FURN0005,0,2,25,0
9832049-,0,PINN_PORO,24,7,2,5,10,152868302,75,65,48,FURN0004,1,2,24,0
9832054-,0,PINN_PORO,24,7,2,4,10,152868302,75,40,48,FURN0006,1,2,24,0
9832055-,0,PINN_PORO,24,7,2,2,10,152868302,75,10,72,FURN0006,0,2,24,0
9832056-,0,PINN_PORO,0,7,2,4,10,152859137,100,20,24,FURN0005,0,2,24,1
9832063-,0,PIN_GRIP_P,24,7,2,10,9,152054287,39,30,48,FURN0007,1,3,24,0
9832066-,0,PIN_GRIP_P,24,7,2,8,10,152054287,39,20,48,FURN0007,1,3,24,0
9832076-,0,PINN_PORO,0,6,1,20,10,152890601,99,59,552,FURN0006,1,2,24,1
9832650-,0,GU_RE_OP10,48,5,2,9,12,152834263,12,0,0,FURN0004,1,2,26,0
9832654-,0,GU_RE_OP10,72,6,2,3,11,152834263,11,0,48,FURN0004,1,2,26,0
9832660-,0,GU_AN10_B,72,1,1,23,17,152852517,43,26,120,FURN0005,0,2,27,1
9832661-,0,GU_AN10_B,0,2,1,23,14,152872541,31,17,120,FURN0006,1,2,26,0
9832663-,0,GU_AN10_B,48,5,2,10,17,152852517,44,16,24,FURN0004,1,2,26,0
9832824-,0,GUIMST_P,0,1,2,9,8,152851272,11,7,24,FURN0006,1,2,25,0
9832825-,0,GUIMST_P,0,1,2,10,9,152861371,27,14,24,FURN0006,1,2,25,1
9832841-,0,SUMMIT_P,,2,1,13,10,152896776,50,0,24,FURN0005,0,2,25,0
9832842-,0,SUMMIT_P,,2,2,7,10,152871590,30,10,24,FURN0005,0,2,25,0
9832940-,0,PIN_GRIP_P,0,2,2,10,10,152051910,120,80,0,FURN0007,1,3,25,0
9832942-,0,PIN_GRIP_P,24,4,2,8,10,152054287,102,72,24,FURN0007,0,3,25,0
9832947-,0,PIN_GRIP_P,24,4,2,11,10,152054287,102,92,72,FURN0007,1,3,25,0
9832949-,0,PIN_GRIP_P,24,4,2,0,10,152054287,102,2,24,FURN0007,0,3,25,0
9832964-,0,PIN_GRIP_P,24,4,2,4,10,152890987,100,30,48,FURN0007,0,2,25,0
9832977-,0,PIN_GRIP_P,0,4,1,23,10,152051910,119,109,24,FURN0007,1,3,25,0
9832982-,0,PIN_GRIP_P,96,2,1,19,10,152054287,110,60,24,FURN0007,0,3,26,0
9832983-,0,PIN_GRIP_P,0,4,1,14,10,152827348,156,42,24,FURN0007,1,3,25,0
9832988-,0,PIN_GRIP_P,96,2,2,6,9,152899469,65,34,0,FURN0004,1,2,28,0
9832995-,0,PIN_GRIP_P,72,1,2,11,10,152065732,70,90,0,FURN0004,1,2,27,0
9833004-,0,PIN_GRIP_P,0,2,1,22,10,152054287,110,100,24,FURN0007,1,3,26,0
9833010-,0,PIN_GRIP_P,0,4,2,4,9,152904101,59,20,0,FURN0007,0,0,26,1
9833018-,0,PIN_GRIP_P,0,5,1,13,10,152900996,60,10,24,FURN0007,0,1,25,0
9833020-,0,PIN_GRIP_P,0,2,2,12,10,152072361,117,0,0,FURN0007,1,3,25,0
9833026-,0,PIN_GRIP_P,24,4,2,1,10,152890987,100,0,0,FURN0007,0,2,25,0
