WO-MRR NUM,IS REWORK,PROD_CDE,HOURS BLAST TO PREP,PREP DAY,PREP SHIFT,PREP H,PREP QTY,PREP ASSOCIATE,PREP QTY IN THE SHIFT,PREPED IN THE SHIFT SO FAR,HOURS PREP TO FUR,FURN,HAS SCRAP AT SINTER,ASSOCIATE AXPERIENCE,Prep week,Has MRR
9678682-,0,PIN_GRIP_P,24,3,2,1,10,152051910,115,0,0,FURN0007,1,2,2,0
9678698-,0,PIN_GRIP_P,24,7,2,1,10,152051910,59,20,0,FURN0007,1,2,1,0
9678700-,0,PIN_GRIP_P,0,1,2,5,10,152848254,71,41,24,FURN0007,0,2,2,0
9678701-,0,PIN_GRIP_P,72,3,2,3,10,152827348,116,26,0,FURN0007,1,2,2,0
9678703-,0,PIN_GRIP_P,24,5,2,1,10,152072361,98,0,,FURN0007,1,2,3,0
9678704-,0,PIN_GRIP_P,0,4,1,21,10,152065732,90,50,24,FURN0007,1,2,3,0
9678708-,0,PIN_GRIP_P,0,4,1,23,10,152848438,100,90,24,FURN0007,1,2,2,0
9678711-,0,PIN_GRIP_P,72,5,1,17,10,152848438,70,40,24,FURN0007,1,2,2,0
9678712-,0,PIN_GRIP_P,24,5,2,1,10,152051910,91,1,24,FURN0007,0,3,3,1
9678715-,0,PIN_GRIP_P,24,5,2,1,10,152051910,91,16,24,FURN0007,0,3,3,0
9678716-,0,PIN_GRIP_P,0,5,1,13,10,152054287,70,0,24,FURN0007,1,2,3,0
9678718-,0,PIN_GRIP_P,48,1,1,23,10,152824994,30,20,24,FURN0007,0,2,2,0
9678741-,0,PIN_GRIP_P,96,3,1,17,10,152065732,60,0,24,FURN0007,1,2,2,1
9678745-,0,PIN_GRIP_P,24,1,1,20,10,152054287,30,0,24,FURN0007,0,2,2,0
9678754-,0,PIN_GRIP_P,96,3,2,4,10,152051910,115,30,0,FURN0007,0,2,2,0
9678755-,0,PIN_GRIP_P,48,1,2,4,10,152072361,79,28,24,FURN0007,0,2,2,0
9678766-,0,PIN_GRIP_P,0,1,1,22,10,152827348,112,93,24,FURN0007,0,2,3,1
9678770-,0,PIN_GRIP_P,120,3,2,7,10,152065732,60,50,0,FURN0007,0,2,4,1
9678775-,0,PIN_GRIP_P,144,5,2,0,10,152824994,120,0,24,FURN0007,0,2,4,0
9678781-,0,PIN_GRIP_P,48,1,1,15,10,152051910,113,30,0,FURN0007,1,2,3,1
9678800-,0,PINN_PORO,24,2,1,14,10,152061442,46,20,24,FURN0006,0,2,3,1
9678805-,0,PINN_PORO,120,5,2,11,10,152061442,121,111,,FURN0006,1,2,2,0
9678809-,0,PINN_PORO,0,1,1,20,10,152061442,121,71,48,FURN0004,0,2,3,0
9678810-,0,PINN_PORO,168,7,2,10,10,152861369,120,110,24,FURN0004,1,2,2,0
9678820-,0,PINN_PORO,264,4,2,12,10,152859275,74,0,24,FURN0005,1,1,3,0
9678831-,0,PINN_PORO,120,7,2,2,10,152861369,120,20,24,FURN0006,1,2,3,0
9678833-,0,PINN_PORO,0,5,2,10,10,57000763,100,80,24,FURN0006,1,2,3,1
9678838-,0,PINN_PORO,192,5,1,16,10,152806978,79,15,24,FURN0006,1,2,3,0
9678840-,0,PINN_PORO,192,4,1,14,10,152859275,74,10,24,FURN0006,0,1,3,1
9678848-,0,PINN_PORO,0,1,1,21,10,152852517,76,40,24,FURN0006,0,2,3,0
9678849-,0,PINN_PORO,48,4,1,21,10,152848005,84,64,48,FURN0006,0,2,3,0
9678851-,0,PINN_PORO,24,7,2,2,10,57000763,50,19,24,FURN0006,1,2,2,1
9678854-,0,PINN_PORO,24,7,2,1,10,57000763,50,9,0,FURN0006,1,2,2,0
9678869-,0,PINN_PORO,24,1,1,15,10,152072888,100,10,24,FURN0006,0,2,4,0
9678872-,0,PINN_PORO,192,4,1,18,10,152834263,120,60,96,FURN0005,1,2,4,0
9678881-,0,PINN_PORO,48,2,2,4,10,57000763,100,50,0,FURN0004,0,2,5,1
9678883-,0,PINN_PORO,360,7,2,11,10,152861369,69,0,576,FURN0004,1,2,6,1
9678884-,0,PINN_PORO,384,6,2,2,10,57000763,60,20,96,FURN0004,0,2,4,0
9678891-,0,PINN_PORO,24,5,1,19,10,152852517,118,71,24,FURN0004,1,2,16,0
9678892-,0,PINN_PORO,24,7,2,0,10,152861369,120,0,0,FURN0006,0,2,2,0
9678909-,0,PINN_PORO,96,5,2,1,10,152834263,110,10,72,FURN0006,1,2,2,0
9678910-,0,PIN_GRIP_P,0,5,2,10,10,152848438,97,77,72,FURN0007,1,2,3,0
9678923-,0,PIN_GRIP_P,0,7,2,6,10,152054287,40,0,0,FURN0007,1,2,3,0
9678927-,0,PIN_GRIP_P,24,3,1,14,10,152827348,130,10,24,FURN0007,1,2,3,0
9678930-,0,PIN_GRIP_P,456,3,1,16,10,152827348,110,30,24,FURN0007,1,2,6,1
9679873-,0,GUIMST_P,24,7,2,2,9,152861371,36,0,72,FURN0006,0,1,1,0
9679987-,0,SUMMIT_P,,7,2,0,10,152806978,20,0,96,FURN0004,1,2,2,0
9679990-,0,SUMMIT_P,,4,2,7,10,152863741,50,15,24,FURN0004,0,2,7,0
9679994-,0,SUMMIT_P,,1,2,11,10,152863741,40,30,24,FURN0004,1,1,3,0
9679995-,0,SUMMIT_P,,2,2,5,10,152863741,40,10,48,FURN0004,0,1,3,0
9680050-,0,GUIMST_P,0,1,2,8,9,152848008,18,9,48,FURN0006,0,2,2,0
9680052-,0,GUIMST_P,24,2,2,4,9,152861371,26,0,168,FURN0004,1,1,2,0
9680166-,0,GUIMST_P,72,4,1,13,9,152872563,29,2,96,FURN0006,1,2,2,1
9680462-,0,PIN_GRIP_P,,7,2,1,10,152051910,72,0,24,FURN0007,1,3,3,0
9680468-,0,PIN_GRIP_P,0,3,1,23,10,152848254,101,91,24,FURN0007,0,2,4,0
9680471-,0,PIN_GRIP_P,24,5,2,3,10,152848438,97,20,,FURN0007,1,2,3,0
9680476-,0,PIN_GRIP_P,0,4,1,16,10,152848438,100,20,24,FURN0007,0,2,2,0
9680483-,0,PIN_GRIP_P,24,5,2,5,10,152051910,91,56,24,FURN0007,0,3,3,0
9680489-,0,PIN_GRIP_P,0,4,1,23,10,152824994,102,92,24,FURN0007,1,2,3,0
9680490-,0,PIN_GRIP_P,24,4,2,2,10,152824994,100,10,0,FURN0007,0,2,4,1
9680491-,0,PIN_GRIP_P,0,5,1,18,10,152848254,70,50,72,FURN0007,0,2,2,0
9680493-,0,PIN_GRIP_P,96,4,1,18,10,152824994,102,40,24,FURN0007,1,2,3,0
9680494-,0,PIN_GRIP_P,24,5,2,2,10,152848438,97,0,48,FURN0007,1,2,3,0
9680497-,0,PIN_GRIP_P,24,6,2,4,10,152824994,60,30,0,FURN0007,0,2,2,0
9680506-,0,PIN_GRIP_P,288,2,1,23,10,152051910,80,70,24,FURN0007,1,3,6,1
9680510-,0,PIN_GRIP_P,288,1,1,13,10,152051910,118,10,0,FURN0007,1,3,6,0
9680511-,0,PIN_GRIP_P,48,4,2,8,10,152072361,80,60,0,FURN0007,1,2,3,1
9680513-,0,PIN_GRIP_P,0,3,1,17,10,152848254,101,41,48,FURN0007,0,2,4,0
9680516-,0,PIN_GRIP_P,72,1,1,13,10,152824994,105,10,24,FURN0007,0,2,5,0
9680524-,0,PIN_GRIP_P,264,2,1,13,10,152051910,80,0,0,FURN0007,0,3,6,0
9680526-,0,PIN_GRIP_P,24,4,1,16,10,152051910,130,46,24,FURN0007,1,3,4,0
9680529-,0,PIN_GRIP_P,0,5,2,8,10,152051910,91,81,24,FURN0007,0,3,3,1
9680532-,0,PIN_GRIP_P,24,6,2,3,10,152824995,60,20,0,FURN0007,0,2,3,0
9680533-,0,PIN_GRIP_P,0,4,2,9,10,152827348,117,80,0,FURN0007,0,2,8,1
9680537-,0,PIN_GRIP_P,0,5,1,18,10,152890987,60,40,24,FURN0007,0,1,6,1
9680540-,0,PIN_GRIP_P,0,4,2,9,10,152065732,90,60,24,FURN0007,1,2,7,0
9680567-,0,PINN_PORO,24,5,2,6,10,57000763,100,50,24,FURN0006,1,2,3,0
9680575-,0,PINN_PORO,0,2,1,16,10,152061442,46,30,24,FURN0006,1,2,3,0
9680583-,0,PINN_PORO,192,3,1,13,10,152061442,130,10,48,FURN0006,1,2,3,0
9680584-,0,PINN_PORO,0,4,1,22,10,152859275,74,60,24,FURN0006,1,1,3,1
9680585-,0,PINN_PORO,192,3,1,23,10,152061442,130,120,24,FURN0006,0,2,3,0
9680592-,0,PINN_PORO,24,4,2,6,10,152852517,67,0,0,FURN0006,1,2,2,0
9680597-,0,PINN_PORO,0,4,2,9,10,152852517,67,30,0,FURN0006,0,2,2,0
9680598-,0,PINN_PORO,48,5,2,1,10,152852517,77,10,24,FURN0006,1,2,2,0
9680603-,0,PINN_PORO,24,4,2,7,10,152852517,67,10,0,FURN0006,0,2,2,0
9680604-,0,PINN_PORO,24,5,2,10,10,152852517,77,30,24,FURN0006,1,2,2,0
9680620-,0,PINN_PORO,24,7,1,16,10,152867385,80,20,24,FURN0005,1,2,4,0
9680626-,0,PINN_PORO,0,2,1,20,10,152072888,80,40,120,FURN0006,0,2,4,0
9680647-,0,PINN_PORO,0,2,2,10,10,152061442,129,109,96,FURN0006,1,2,4,1
9680657-,0,PIN_GRIP_P,24,4,2,0,10,152072361,80,0,0,FURN0007,0,2,3,0
9680667-,0,PIN_GRIP_P,0,5,2,5,10,152051910,109,39,24,FURN0007,1,2,2,1
9680668-,0,PIN_GRIP_P,0,4,2,11,10,152051910,104,105,0,FURN0007,0,2,2,0
9680669-,0,PIN_GRIP_P,0,4,2,10,10,152827348,95,95,0,FURN0007,0,2,2,1
9684211-,0,GUIMST_P,0,3,2,9,9,152851272,37,18,24,FURN0006,0,2,2,0
9684212-,0,GUIMST_P,24,4,2,2,9,152851272,36,0,24,FURN0004,1,2,2,0
9684702-,0,GUIMST_P,24,4,2,8,9,152851272,36,18,24,FURN0004,1,2,2,0
9684706-,0,GUIMST_P,24,5,1,22,9,152872563,21,22,72,FURN0004,1,2,2,0
9684709-,0,GUIMST_P,0,4,1,16,9,152851276,36,9,96,FURN0006,0,2,2,0
9684921-,0,PIN_GRIP_P,48,4,2,3,10,152824995,70,10,0,FURN0007,0,2,3,0
9684922-,0,PIN_GRIP_P,48,5,2,4,10,152051910,91,46,96,FURN0007,1,3,3,0
9684925-,0,PIN_GRIP_P,48,3,1,16,10,152848254,101,31,24,FURN0007,1,2,4,1
9684929-,0,PIN_GRIP_P,0,1,2,9,10,152051910,104,74,0,FURN0007,1,3,4,0
9684932-,0,PIN_GRIP_P,0,3,1,20,10,152824995,78,50,24,FURN0007,0,2,4,0
9684935-,0,PIN_GRIP_P,24,4,1,21,10,152054287,100,70,72,FURN0007,0,2,3,0
9684953-,0,PIN_GRIP_P,48,5,1,14,10,152848438,70,10,72,FURN0007,1,2,8,1
9684961-,0,PIN_GRIP_P,96,2,1,23,10,152065732,80,70,24,FURN0007,0,2,5,1
9684964-,0,PIN_GRIP_P,120,3,2,3,10,152065732,60,20,24,FURN0007,0,2,4,1
9684972-,0,PIN_GRIP_P,24,3,2,5,10,152065732,60,40,0,FURN0007,0,2,4,1
9684974-,0,PINN_PORO,0,6,2,7,10,152861369,118,60,72,FURN0006,1,2,3,1
9684977-,0,PINN_PORO,72,4,2,10,10,152806978,113,103,240,FURN0004,0,2,4,1
9684979-,0,PINN_PORO,0,1,2,9,10,152061442,141,113,24,FURN0006,0,2,4,0
9684995-,0,PINN_PORO,48,4,1,16,10,152859275,74,30,24,FURN0006,1,1,3,0
9685019-,0,PINN_PORO,48,4,1,16,10,152061442,131,41,48,FURN0006,0,2,4,1
9685025-,0,PINN_PORO,0,7,1,20,10,152867385,80,50,72,FURN0004,0,2,4,0
9685029-,0,PINN_PORO,72,2,1,22,10,57000235,30,20,24,FURN0004,0,2,14,0
9685031-,0,PINN_PORO,408,4,1,17,10,152848005,110,40,144,FURN0005,1,2,6,0
9685032-,0,PINN_PORO,936,2,1,16,10,152868302,117,40,120,FURN0004,0,2,9,0
9685034-,0,PINN_PORO,528,7,2,3,10,152815980,30,0,1008,FURN0006,1,1,12,0
9685074-,0,GUIMST_P,24,5,2,10,9,152851272,36,27,48,FURN0006,1,2,2,1
9685083-,0,GUIMST_P,24,5,1,17,9,152872563,21,7,72,FURN0004,1,2,2,1
9685089-,0,GUIMST_P,96,3,1,14,9,152851272,27,0,1200,FURN0006,1,2,3,1
9685090-,0,GUIMST_P,216,1,1,15,9,152861371,27,0,2544,FURN0004,0,1,4,1
9685125-,0,SUMMIT_P,,5,2,11,10,152871590,60,50,0,FURN0004,1,2,2,0
9685130-,0,SUMMIT_P,,1,1,22,10,152871590,60,50,24,FURN0004,1,2,3,0
9685132-,0,SUMMIT_P,,2,2,2,10,152863741,40,0,0,FURN0004,1,1,3,0
9685134-,0,SUMMIT_P,,6,1,20,10,152863741,20,0,120,FURN0004,0,1,2,1
9685135-,0,SUMMIT_P,,2,1,14,10,152871590,20,0,48,FURN0004,0,2,3,0
9685138-,0,SUMMIT_P,,1,2,6,10,152806978,60,10,24,FURN0004,1,2,3,0
9685475-,0,GUIMST_P,24,7,2,5,9,152851272,18,9,0,FURN0006,1,2,2,0
9685478-,0,GUIMST_P,24,7,2,5,9,152861371,36,9,24,FURN0006,0,1,2,0
9686178-,0,SUMMIT_P,,4,2,1,10,152072888,50,0,24,FURN0005,0,2,3,0
9686181-,0,SUMMIT_P,,5,2,8,10,152072888,50,30,0,FURN0005,1,2,3,0
9686183-,0,SUMMIT_P,,2,2,10,10,152863741,40,30,48,FURN0004,0,1,3,0
9686188-,0,SUMMIT_P,,3,1,15,10,152871590,50,10,24,FURN0004,0,2,3,1
9686191-,0,SUMMIT_P,,4,2,3,10,152072888,50,10,24,FURN0005,1,2,3,0
9686482-,0,PIN_GRIP_P,24,2,2,11,10,152051910,113,93,0,FURN0007,1,3,4,0
9686491-,0,PIN_GRIP_P,,7,2,2,10,152051910,72,10,0,FURN0007,1,3,3,1
9686500-,0,PIN_GRIP_P,24,4,2,1,10,152054287,100,0,48,FURN0007,1,2,4,0
9686501-,0,PIN_GRIP_P,0,3,1,14,10,152824995,78,10,24,FURN0007,0,2,4,0
9686502-,0,PIN_GRIP_P,0,3,1,17,10,152824995,78,30,24,FURN0007,1,2,4,1
9686507-,0,PIN_GRIP_P,96,3,1,15,10,152848438,104,20,24,FURN0007,1,2,4,0
9686510-,0,PIN_GRIP_P,72,3,1,17,10,152848438,104,40,24,FURN0007,0,2,4,0
9686511-,0,PIN_GRIP_P,0,2,1,14,10,152848438,100,0,0,FURN0007,1,2,4,0
9686517-,0,PIN_GRIP_P,24,3,2,3,10,152824994,102,20,24,FURN0007,1,2,4,0
9686524-,0,PIN_GRIP_P,24,3,2,11,10,152824994,102,92,0,FURN0007,0,2,4,0
9686535-,0,PIN_GRIP_P,312,5,2,1,10,152051910,105,0,0,FURN0007,0,3,5,0
9686542-,0,PIN_GRIP_P,24,2,2,1,10,152051910,113,10,0,FURN0007,0,3,4,1
9686544-,0,PIN_GRIP_P,240,3,1,13,10,152065732,64,0,0,FURN0007,0,2,5,1
9686546-,0,PIN_GRIP_P,120,5,1,13,10,152051910,80,0,24,FURN0007,1,3,4,1
9686547-,0,PIN_GRIP_P,48,2,2,1,10,152051910,113,0,0,FURN0007,0,3,4,0
9686555-,0,PIN_GRIP_P,360,4,2,4,10,152072361,120,50,48,FURN0007,1,2,6,0
9686556-,0,PIN_GRIP_P,432,4,2,1,10,152072361,120,30,96,FURN0007,1,2,6,0
9686562-,0,PIN_GRIP_P,24,4,1,20,10,152051910,130,90,24,FURN0007,0,3,4,0
9686563-,0,PIN_GRIP_P,24,4,1,13,10,152051910,130,6,24,FURN0007,1,3,4,0
9686564-,0,PIN_GRIP_P,0,5,2,10,10,152054287,111,91,24,FURN0007,1,2,4,0
9686565-,0,PIN_GRIP_P,24,5,1,13,10,152051910,80,10,24,FURN0007,0,3,4,0
9686572-,0,PIN_GRIP_P,24,4,2,8,10,152054287,100,60,0,FURN0007,1,2,4,0
9686573-,0,PIN_GRIP_P,24,5,1,19,10,152051910,80,60,24,FURN0007,1,3,4,1
9686576-,0,PIN_GRIP_P,192,3,2,5,10,152051910,115,41,48,FURN0007,0,3,5,0
9686578-,0,PIN_GRIP_P,48,1,2,3,10,152827348,138,35,0,FURN0007,0,2,4,0
9686582-,0,PINN_PORO,24,2,2,7,10,152061442,129,80,120,FURN0006,0,2,4,1
9686601-,0,PINN_PORO,0,4,1,19,10,152859275,74,40,24,FURN0006,1,1,3,0
9686602-,0,PINN_PORO,24,5,2,9,10,57000763,100,70,24,FURN0006,1,2,3,0
9686603-,0,PINN_PORO,0,4,1,15,10,152859275,74,20,48,FURN0006,1,1,3,0
9686611-,0,PINN_PORO,72,3,2,10,10,152806978,120,100,0,FURN0004,1,2,4,0
9686612-,0,PINN_PORO,24,2,2,12,10,57000763,100,0,96,FURN0006,0,2,4,0
9686613-,0,PINN_PORO,0,2,1,21,10,57000763,100,80,24,FURN0004,1,2,4,0
9686616-,0,PINN_PORO,0,2,2,8,10,152061442,129,90,24,FURN0004,1,2,4,0
9686628-,0,PINN_PORO,24,1,2,3,10,152059403,20,0,0,FURN0006,0,2,4,1
9686630-,0,PINN_PORO,24,3,2,1,10,152061442,174,14,0,FURN0004,1,2,5,0
9686633-,0,PINN_PORO,24,1,2,12,10,57000763,100,0,96,FURN0005,1,2,4,1
9686637-,0,PINN_PORO,24,1,2,10,10,152834263,100,90,0,FURN0004,0,2,4,0
9686638-,0,PINN_PORO,48,4,2,10,10,152861369,104,83,96,FURN0005,0,2,4,0
9686639-,0,PINN_PORO,24,3,2,10,10,152861369,113,90,0,FURN0006,1,2,4,0
9686642-,0,PINN_PORO,24,4,2,11,10,152872541,90,90,24,FURN0006,0,2,4,0
9686658-,0,PINN_PORO,0,1,1,18,10,152072888,100,40,24,FURN0006,0,2,4,0
9686659-,0,PINN_PORO,24,1,1,16,10,152072888,100,20,0,FURN0004,0,2,4,0
9686667-,0,PINN_PORO,48,1,1,22,10,152072888,100,80,24,FURN0006,0,2,4,0
9686698-,0,PINN_PORO,0,5,2,11,10,152872541,101,91,48,FURN0006,0,2,4,0
9686700-,0,PINN_PORO,0,5,1,15,10,152072888,80,20,24,FURN0004,0,2,5,0
9686712-,0,PINN_PORO,24,1,2,0,10,152061442,141,12,0,FURN0004,0,2,4,0
9686717-,0,PINN_PORO,24,1,2,3,10,152061442,141,42,0,FURN0006,0,2,4,0
9686724-,0,PINN_PORO,24,1,2,6,10,152061442,141,82,0,FURN0006,0,2,4,0
9686728-,0,PIN_GRIP_P,24,7,2,6,10,152051910,72,53,24,FURN0007,1,3,3,1
9686732-,0,PIN_GRIP_P,24,1,2,8,10,152051910,104,60,0,FURN0007,0,3,4,1
9686734-,0,PIN_GRIP_P,0,1,1,19,10,152051910,118,61,24,FURN0007,1,3,6,0
9686737-,0,PIN_GRIP_P,0,6,2,3,10,152827348,53,33,96,FURN0004,1,2,9,0
9686740-,0,PIN_GRIP_P,528,5,1,16,10,152827348,73,20,120,FURN0007,1,2,7,1
9690200-,0,SUMMIT_P,,3,1,20,10,152871590,50,30,24,FURN0004,1,2,3,0
9690202-,0,SUMMIT_P,,2,1,18,10,152871590,20,10,48,FURN0004,1,2,3,1
9690203-,0,SUMMIT_P,,3,1,22,10,152871590,50,40,24,FURN0004,1,2,3,0
9690205-,0,SUMMIT_P,,5,2,7,10,152072888,50,20,0,FURN0005,1,2,3,0
9690208-,0,SUMMIT_P,,2,1,16,10,152868301,50,10,0,FURN0004,1,2,4,0
9690211-,0,SUMMIT_P,,4,2,5,10,152072888,50,20,24,FURN0005,1,2,3,0
9690215-,0,DX_EP_OP10,48,6,1,23,11,152868303,34,28,72,FURN0004,1,2,4,0
9690219-,0,DX_EP_OP10,48,2,2,10,11,152861369,56,47,48,FURN0004,0,2,6,0
9690225-,0,DX_EP_OP10,24,6,2,11,11,152868303,34,17,72,FURN0004,1,2,4,0
9690233-,0,DX_EP_OP10,72,7,2,8,12,152867385,51,24,24,FURN0004,0,2,5,0
9690239-,0,DX_EP_OP10,0,1,1,22,12,152867385,45,33,24,FURN0004,0,2,13,0
9690245-,0,DX_EP_OP10,72,3,2,2,10,152861369,48,10,0,FURN0004,1,2,7,0
9690250-,0,DX_EP_OP10,24,7,1,23,11,152868303,35,35,24,FURN0004,0,2,5,0
9690253-,0,DX_EP_OP10,24,6,1,17,12,152868303,48,8,24,FURN0004,0,2,7,0
9690255-,0,DX_EP_OP10,96,7,2,5,12,152867385,51,12,24,FURN0004,0,2,5,0
9690258-,0,DX_EP_OP10,72,4,2,4,12,152059403,12,0,0,FURN0004,1,2,6,0
9690549-,0,SUMMIT_P,,5,1,18,10,152863741,34,14,0,FURN0005,1,1,3,1
9690550-,0,SUMMIT_P,,4,1,19,10,152863741,40,20,24,FURN0005,1,1,3,0
9690551-,0,SUMMIT_P,,5,1,23,10,152806978,79,74,0,FURN0005,1,2,3,0
9690552-,0,SUMMIT_P,,4,1,20,10,152806978,51,45,24,FURN0005,0,2,3,0
9690559-,0,GUIMST_P,96,1,1,23,9,152872563,27,18,24,FURN0006,1,2,4,0
9690561-,0,GUIMST_P,96,1,2,8,9,152851272,39,16,0,FURN0006,1,2,4,1
9690566-,0,GUIMST_P,120,2,1,23,9,152872563,27,18,24,FURN0006,1,2,4,1
9690571-,0,SUMMIT_P,,7,2,2,10,152868301,50,0,48,FURN0004,1,2,3,1
9691076-,0,GUIMST_P,96,2,2,4,9,152851272,36,9,528,FURN0006,1,2,4,0
9691077-,0,GUIMST_P,24,6,1,23,9,152861371,36,27,144,FURN0006,0,1,3,1
9691081-,0,GUIMST_P,96,1,1,15,9,152872563,27,0,24,FURN0006,1,2,4,0
9691503-,0,SUMMIT_P,,2,1,14,10,152072888,80,0,0,FURN0004,1,2,4,0
9691992-,0,PIN_GRIP_P,0,2,2,5,10,152824994,82,32,0,FURN0007,0,3,6,0
9691996-,0,PIN_GRIP_P,0,5,2,7,10,152054287,111,50,0,FURN0007,0,2,4,1
9691997-,0,PIN_GRIP_P,0,5,2,7,10,152824994,120,50,24,FURN0007,0,2,4,0
9692002-,0,PIN_GRIP_P,0,5,2,4,10,152054287,111,30,0,FURN0007,1,2,4,0
9692004-,0,PIN_GRIP_P,0,4,2,9,10,152054287,100,70,0,FURN0007,1,2,4,0
9692005-,0,PIN_GRIP_P,24,6,2,2,10,152824995,80,0,0,FURN0007,0,2,4,0
9692006-,0,PIN_GRIP_P,0,4,2,7,10,152054287,100,50,24,FURN0007,1,2,4,1
9692010-,0,PIN_GRIP_P,0,2,1,16,10,152848254,100,40,24,FURN0007,1,2,4,0
9692014-,0,PIN_GRIP_P,0,3,2,10,10,152054287,101,81,0,FURN0007,0,2,4,0
9692022-,0,PIN_GRIP_P,24,2,2,7,10,152848438,100,40,24,FURN0007,1,2,5,1
9692034-,0,PIN_GRIP_P,0,2,2,5,10,152848438,100,30,24,FURN0007,1,2,5,0
9692039-,0,PIN_GRIP_P,480,5,2,9,10,152890987,93,73,168,FURN0007,0,1,7,1
9692044-,0,PIN_GRIP_P,96,2,2,7,10,152848438,100,50,24,FURN0007,1,2,5,0
9692046-,0,PIN_GRIP_P,24,2,2,4,10,152848438,100,20,24,FURN0007,1,2,5,0
9692061-,0,PIN_GRIP_P,216,1,1,15,10,152051910,118,30,0,FURN0007,1,3,6,0
9692070-,0,PIN_GRIP_P,360,5,2,3,10,152848254,100,20,0,FURN0007,0,2,6,0
9692081-,0,PIN_GRIP_P,24,4,2,10,10,152054287,100,80,24,FURN0007,1,2,4,0
9692083-,0,PIN_GRIP_P,24,6,2,7,10,152824995,80,70,24,FURN0007,0,2,4,0
9692084-,0,PIN_GRIP_P,24,3,2,6,10,152051910,115,54,24,FURN0007,1,3,5,0
9692092-,0,PIN_GRIP_P,72,2,2,3,10,152848254,43,20,0,FURN0007,1,2,5,0
9692106-,0,PIN_GRIP_P,144,3,2,2,10,152051910,115,20,0,FURN0007,0,3,5,1
9692109-,0,PIN_GRIP_P,168,5,2,2,10,152051910,105,20,0,FURN0007,1,3,5,0
9692114-,0,PINN_PORO,0,1,1,22,10,152806978,120,102,120,FURN0005,0,2,5,0
9692126-,0,PINN_PORO,24,1,2,8,10,57000763,112,82,0,FURN0005,1,2,5,1
9692130-,0,PINN_PORO,0,3,2,4,10,152061442,174,54,72,FURN0004,0,2,5,0
9692158-,0,PINN_PORO,0,2,1,21,10,152072888,80,50,24,FURN0006,0,2,4,0
9692165-,0,PINN_PORO,24,4,2,3,10,152872541,90,20,24,FURN0006,0,2,4,1
9692171-,0,PINN_PORO,0,3,1,22,10,57000763,109,89,48,FURN0005,0,2,4,0
9692172-,0,PINN_PORO,0,6,1,18,10,152861369,126,57,168,FURN0005,0,2,4,1
9692175-,0,PINN_PORO,0,5,2,8,10,152806978,119,60,24,FURN0006,1,2,4,0
9692176-,0,PINN_PORO,48,7,2,5,10,152806978,40,20,0,FURN0006,0,2,4,1
9692179-,0,PINN_PORO,0,5,1,20,10,152061442,90,80,72,FURN0005,0,2,4,0
9692188-,0,PINN_PORO,384,3,1,18,10,152872541,47,17,48,FURN0004,0,2,8,1
9692199-,0,PINN_PORO,0,1,2,10,10,152868302,90,80,48,FURN0006,1,2,10,0
9692215-,0,PINN_PORO,0,6,2,10,10,152859275,68,50,192,FURN0004,1,1,4,0
9692229-,0,PINN_PORO,24,3,2,10,10,152861369,113,102,0,FURN0004,1,2,4,0
9692236-,0,PINN_PORO,24,5,1,17,10,152061442,90,50,24,FURN0006,0,2,4,1
9692239-,0,PINN_PORO,0,2,1,20,10,152806978,120,70,48,FURN0004,0,2,5,0
9692260-,0,PINN_PORO,0,2,1,14,10,152806978,120,10,24,FURN0005,1,2,5,0
9692278-,0,GUIMST_P,24,2,1,15,9,152872563,27,0,600,FURN0005,1,2,4,1
9692367-,0,GU_AN10_B,48,4,1,23,17,152872541,31,14,1464,FURN0005,0,2,6,0
9696756-,0,SUMMIT_P,,3,1,22,10,152072888,60,40,24,FURN0004,0,2,4,0
9696761-,0,SUMMIT_P,,6,1,21,10,152868301,51,31,24,FURN0004,1,2,4,0
9696767-,0,SUMMIT_P,,4,1,17,10,152871590,60,20,72,FURN0004,1,2,4,0
9696768-,0,SUMMIT_P,,5,1,19,10,152871590,40,30,48,FURN0004,1,2,4,0
9697119-,0,PIN_GRIP_P,0,5,2,5,10,152054287,100,40,48,FURN0004,1,2,7,0
9697122-,0,PIN_GRIP_P,0,2,1,23,10,152054287,89,79,384,FURN0007,0,2,8,0
9697124-,0,PIN_GRIP_P,24,5,2,2,10,152065732,70,10,0,FURN0007,0,2,7,1
9697129-,0,PIN_GRIP_P,0,2,1,19,10,152824994,90,50,72,FURN0007,0,3,8,0
9697135-,0,PIN_GRIP_P,24,2,2,9,10,152848438,100,70,24,FURN0007,1,2,5,0
9697146-,0,PIN_GRIP_P,0,2,1,21,10,152824994,100,70,24,FURN0007,1,2,5,0
9697159-,0,PIN_GRIP_P,264,5,1,19,10,152824994,60,40,24,FURN0007,0,3,6,0
9697164-,0,PIN_GRIP_P,48,3,1,19,10,152051910,104,60,24,FURN0007,0,3,6,1
9697188-,0,PIN_GRIP_P,24,1,2,9,10,152824995,62,32,0,FURN0007,0,2,5,0
9697193-,0,PIN_GRIP_P,72,2,2,3,10,152824995,102,21,24,FURN0007,0,2,5,0
9697206-,0,PIN_GRIP_P,0,2,1,15,10,152054287,100,20,24,FURN0007,1,2,5,0
9697207-,0,PIN_GRIP_P,72,5,2,8,10,152051910,105,70,0,FURN0007,1,3,5,0
9697210-,0,PIN_GRIP_P,120,3,1,17,10,152051910,104,40,24,FURN0007,1,3,6,0
